routeCode,origin,destination,distanceKm
RT21085,BUD,ISB,4696
RT21086,MSQ,SEZ,6995
RT21087,PER,CHC,5037
RT21088,KHI,BRU,5991
RT21089,JFK,LJU,6770
RT21090,CWB,SJO,5475
RT21091,MAA,SKG,6317
RT21092,VIE,BNA,7963
RT21093,BWN,AKL,7745
RT21094,PRG,BWI,6842
RT21095,SHA,AUH,6505
RT21096,AUH,CTA,4008
RT21097,LHE,RIX,4752
RT21098,TLV,LUN,5307
RT21099,MAD,DAR,6843
RT21100,LAD,BCN,5692
RT21101,MAD,DEL,7254
RT21102,AGP,ADD,5331
RT21103,GIG,BOS,7787
RT21104,HYD,ATH,5748
RT21105,LIN,JFK,6460
RT21106,OVB,BRU,4977
RT21107,PBH,NBO,6450
RT21108,WUH,MSQ,7053
RT21109,CVG,VLC,6952
RT21110,DEN,PUJ,4200
RT21111,IND,AGP,6892
RT21112,DSS,FCO,4124
RT21113,CLT,VIE,7675
RT21114,PTY,PSP,4682
RT21115,STR,BWI,6589
RT21116,JED,HRE,4490
RT21117,BOS,MRS,5978
RT21118,ARN,LOS,6029
RT21119,DKR,LUN,6055
RT21120,KWI,LGW,4647
RT21121,TPA,REC,6500
RT21122,FOR,JNB,7508
RT21123,HYD,BEY,4644
RT21124,DAR,ZRH,6750
RT21125,YUL,LPL,4987
RT21126,MPM,TBS,7622
RT21127,URC,CGN,5793
RT21128,BOM,OTP,5151
RT21129,MLE,TXL,7668
RT21130,OTP,PKX,7081
RT21131,SJJ,YYZ,7344
RT21132,CTU,ZAG,7478
RT21133,CNS,KOA,7549
RT21134,NCL,ZNZ,7786
RT21135,SZX,OVB,4426
RT21136,KMG,BNE,7934
RT21137,MCO,PDX,4072
RT21138,EIN,LHE,5915
RT21139,MAO,JFK,5053
RT21140,SJC,LIM,7210
RT21141,CPT,BSB,6885
RT21142,MPM,CTA,7281
RT21143,REC,MIA,6184
RT21144,MSY,DUB,6994
RT21145,VVO,SVX,5049
RT21146,SSA,BOD,7454
RT21147,CEB,ADL,5259
RT21148,IKA,RGN,4885
RT21149,KRK,GMP,7941
RT21150,ZAG,JFK,6905
RT21151,SSA,AUS,7950
RT21152,CPH,GMP,7932
RT21153,CLT,BRU,6755
RT21154,VTE,SAW,7320
RT21155,BSL,FOR,7257
RT21156,SVO,DAR,6990
RT21157,PSP,LIM,6583
RT21158,DOH,CAN,6196
RT21159,HAN,RUN,7193
RT21160,CUN,SSA,6508
RT21161,MSP,DSS,7778
RT21162,ZAG,CMB,7420
RT21163,KBP,GMP,7264
RT21164,RIX,LGA,6738
RT21165,MUC,CMH,7113
RT21166,BOS,DUS,5717
RT21167,KHI,BLQ,5431
RT21168,ORD,LJU,7573
RT21169,GLA,KIN,7269
RT21170,RIX,HYD,6287
RT21171,DMK,TNR,6862
RT21172,DME,CKG,6011
RT21173,DAR,TBS,5429
RT21174,JFK,OAK,4135
RT21175,PRG,LXZ,6638
RT21176,MIA,GIG,6717
RT21177,OVB,CDG,5216
RT21178,DMK,CAI,7254
RT21179,SVX,HND,6131
RT21180,ONT,PUJ,5146
RT21181,BOS,BOD,5484
RT21182,CMB,SZG,7700
RT21183,YYZ,ANC,4866
RT21184,HKG,KBP,7634
RT21185,DKR,PRG,4861
RT21186,SZG,LUN,7185
RT21187,MAD,ORD,6744
RT21188,ATH,REC,7954
RT21189,DVO,HBA,5979
RT21190,HER,BOS,7900
RT21191,HEL,KWL,7325
RT21192,PIT,BRU,6311
RT21193,SOF,CSX,7915
RT21194,RDU,WAW,7533
RT21195,CGO,TBS,5925
RT21196,PKX,RUH,6590
RT21197,SOF,VTE,7790
RT21198,GYE,PPT,7787
RT21199,SZX,DOH,6270
RT21200,ATH,ZNZ,5158
RT21201,SAN,SDQ,4978
RT21202,WLG,HNL,7512
RT21203,MVD,ABJ,7036
RT21204,BSL,LAD,6301
RT21205,SEZ,DUS,7747
RT21206,NRT,SGN,4378
RT21207,NBO,KHI,4371
RT21208,CMN,BOM,7994
RT21209,DVO,MLE,5773
RT21210,FRA,LGA,6185
RT21211,BSB,KIN,4912
RT21212,VIE,BOM,5958
RT21213,RTM,CLT,6710
RT21214,MRS,CLT,7131
RT21215,KTM,SOF,5737
RT21216,PHL,BCN,6300
RT21217,MRS,KHI,5913
RT21218,BNA,AMS,7004
RT21219,GIG,WDH,6183
RT21220,REC,CTA,7251
RT21221,IKA,RTM,4091
RT21222,RUH,HEL,4270
RT21223,KHI,KUL,4444
RT21224,OVB,SZX,4426
RT21225,AMM,RUN,6208
RT21226,TLL,ZNZ,7408
RT21227,LHE,PMI,6375
RT21228,IAD,PRG,6909
RT21229,PRG,CGO,7755
RT21230,ATH,MLE,6259
RT21231,VIE,MSP,7626
RT21232,UIO,IAD,4346
RT21233,MCI,BHX,6834
RT21234,CPH,CLE,6578
RT21235,LUN,AMS,7859
RT21236,SCL,DKR,7779
RT21237,CLE,BLQ,7142
RT21238,VVO,RUH,7782
RT21239,BEY,CPT,7741
RT21240,ISB,TLL,4521
RT21241,GEG,NRT,7953
RT21242,CMB,BLQ,7758
RT21243,ATL,BRS,6614
RT21244,DCA,BUD,7356
RT21245,IAD,CPH,6538
RT21246,TLL,YUL,6216
RT21247,CGN,URC,5793
RT21248,VNO,IND,7679
RT21249,LXZ,DPS,4964
RT21250,DPS,GUM,4099
RT21251,BUD,DXB,4009
RT21252,OTP,NBO,5214
RT21253,ANC,WAW,7386
RT21254,BOS,TLS,5690
RT21255,AMS,LGA,5843
RT21256,HAM,DXB,4884
RT21257,BRU,ATL,7105
RT21258,MPM,DXB,6194
RT21259,TBS,ICN,6729
RT21260,SZG,HRE,7527
RT21261,DKR,LJU,4590
RT21262,CLE,FAO,6186
RT21263,PEK,TLL,6355
RT21264,BWI,EIN,6213
RT21265,SGN,CNS,5287
RT21266,DXB,HKG,5919
RT21267,HER,VTE,7742
RT21268,OPO,ADD,5868
RT21269,DME,CSX,6555
RT21270,BCN,SVX,4450
RT21271,SAW,MAA,5810
RT21272,MAN,IAD,5721
RT21273,SOF,SEZ,6180
RT21274,WDH,CAI,6035
RT21275,FOC,MLE,5470
RT21276,MCT,SUB,6844
RT21277,SVX,KUL,7004
RT21278,ATL,OGG,7119
RT21279,KWI,MAD,4795
RT21280,PUJ,CGN,7408
RT21281,LHR,AUS,7893
RT21282,MPM,DOH,6048
RT21283,LOS,CPT,4787
RT21284,HYD,CDG,7548
RT21285,ANC,ATL,5488
RT21286,LHR,IND,6413
RT21287,CVG,ANC,4994
RT21288,CMN,BEL,5763
RT21289,UPG,MLE,5214
RT21290,DAR,OSL,7855
RT21291,SAT,DUB,7552
RT21292,ARN,WUH,7426
RT21293,EZE,KIN,6175
RT21294,TLV,MAA,5064
RT21295,BOS,SAN,4155
RT21296,BKK,AMM,6840
RT21297,ALG,MPM,7610
RT21298,HYD,BUD,6302
RT21299,KHI,PNH,4229
RT21300,ZNZ,SOF,5669
RT21301,TPA,DSS,6863
RT21302,HNL,STL,6635
RT21303,PHL,MUC,6631
RT21304,FRA,PKX,7826
RT21305,CDG,CLE,6317
RT21306,EVN,LOS,5530
RT21307,BNE,UPG,4332
RT21308,CTA,MLE,6972
RT21309,EWR,ATH,7957
RT21310,ATL,BER,7602
RT21311,BER,MAA,7290
RT21312,DAC,HEL,6377
RT21313,ATH,DSS,4781
RT21314,VVO,LED,6534
RT21315,CNS,SZX,5602
RT21316,FAO,DFW,7812
RT21317,DME,CAN,6974
RT21318,ZAG,CLE,7374
RT21319,LIS,MIA,6676
RT21320,RIX,YYZ,6774
RT21321,SOF,MRU,7848
RT21322,PKX,SKG,7536
RT21323,ADL,BWN,5076
RT21324,XIY,BLQ,7929
RT21325,MAN,GEG,7239
RT21326,SOF,XIY,7155
RT21327,HRE,BAH,5349
RT21328,GVA,BAH,4489
RT21329,EIN,ISB,5666
RT21330,DXB,PRG,4463
RT21331,ORY,CLE,6320
RT21332,BOS,LGW,5269
RT21333,BLQ,BAH,4049
RT21334,MSQ,KHI,4556
RT21335,DFW,PPT,7914
RT21336,JFK,BCN,6150
RT21337,SIN,MEL,6034
RT21338,BEL,NAP,7864
RT21339,BGY,DXB,4634
RT21340,CDG,ATL,7055
RT21341,NAS,MXP,7765
RT21342,LHE,KBP,4130
RT21343,FOR,CLT,6190
RT21344,ADL,CKG,7929
RT21345,UIO,CWB,4217
RT21346,BER,LAD,6807
RT21347,BGY,RDU,7146
RT21348,PUJ,LGW,6897
RT21349,TLL,VTE,7601
RT21350,NBO,WAW,6132
RT21351,EWR,NTE,5644
RT21352,MCT,DSS,7895
RT21353,BAH,WDH,6490
RT21354,KTM,LUN,7774
RT21355,LOS,LHE,7834
RT21356,LAD,HER,5072
RT21357,CPT,BEL,7822
RT21358,CAI,KMG,6954
RT21359,PBH,AMM,5139
RT21360,LGW,ISB,6053
RT21361,CGK,HYD,4045
RT21362,AMM,DAR,4305
RT21363,MAN,DFW,7426
RT21364,ZNZ,DUS,7104
RT21365,MAD,YUL,5550
RT21366,DXB,NTE,5516
RT21367,WAW,ZNZ,6719
RT21368,EVN,SIN,7371
RT21369,KWI,BRS,4825
RT21370,DUB,ZNZ,7876
RT21371,OPO,DXB,6074
RT21372,PVG,OVB,4054
RT21373,CMN,SVX,5676
RT21374,BAH,HKG,6366
RT21375,OGG,NAN,5155
RT21376,AMS,KHI,5985
RT21377,HNL,CLE,7325
RT21378,PNH,GUM,4337
RT21379,ICN,GYD,6397
RT21380,PEK,HYD,4453
RT21381,ZNZ,ISB,5676
RT21382,WAW,CSX,7716
RT21383,PIT,LIH,7549
RT21384,CAI,ACC,4282
RT21385,BOS,ALC,5815
RT21386,CGN,DAC,7514
RT21387,ALC,IND,7099
RT21388,HND,ISB,5996
RT21389,MXP,MCT,5051
RT21390,KTM,CPH,6431
RT21391,KMG,BER,7787
RT21392,PUJ,PRG,7916
RT21393,MCO,OGG,7518
RT21394,PRG,BOS,6251
RT21395,BSL,CMH,6884
RT21396,IND,STN,6437
RT21397,CMB,HKG,4012
RT21398,DXB,LIN,4661
RT21399,MAN,CUN,7794
RT21400,ABQ,LIH,5289
RT21401,TIJ,BOS,4147
RT21402,ALG,WDH,6747
RT21403,OVB,BFS,5288
RT21404,NAS,LYS,7488
RT21405,CPH,MIA,7844
RT21406,MRS,LUN,6949
RT21407,DAR,HER,4918
RT21408,RDU,ZAG,7580
RT21409,PEK,TBS,5842
RT21410,AUH,DUS,5026
RT21411,ISB,STR,5431
RT21412,BOS,PSP,4042
RT21413,NBO,NCE,5809
RT21414,DKR,BOS,5937
RT21415,LGA,STN,5567
RT21416,RIX,ADD,5483
RT21417,FOR,SZG,7605
RT21418,GIG,LIS,7714
RT21419,MSP,LPB,7281
RT21420,ORD,BOG,4363
RT21421,MCO,OSL,7422
RT21422,ORD,NTE,6501
RT21423,ITO,SEA,4266
RT21424,AMM,OPO,4084
RT21425,OPO,MCO,6588
RT21426,FCO,CVG,7727
RT21427,MRU,RGN,5902
RT21428,TBS,VVO,6793
RT21429,LGA,RTM,5836
RT21430,MAN,IKA,4558
RT21431,TXL,IND,7179
RT21432,TLV,LAD,5091
RT21433,EWR,BSL,6257
RT21434,CKG,JED,6729
RT21435,KIX,DOH,7904
RT21436,AUH,VNO,4136
RT21437,SJO,GIG,5760
RT21438,FOR,GDL,7557
RT21439,ZNZ,EIN,7177
RT21440,ISB,KHH,4759
RT21441,MAD,KWI,4795
RT21442,BOD,DXB,5426
RT21443,MAA,BEG,6630
RT21444,PPT,ONT,6665
RT21445,SZG,DKR,4620
RT21446,PDX,SJO,5379
RT21447,OPO,CNF,7684
RT21448,TLL,EWR,6665
RT21449,CPH,ABJ,5790
RT21450,HYD,ZNZ,5035
RT21451,ALG,ISB,6212
RT21452,DSS,IND,7205
RT21453,LPL,CLE,5779
RT21454,PHL,BGY,6628
RT21455,BOI,RTM,7965
RT21456,LIH,SHA,7792
RT21457,RDU,LIM,5329
RT21458,DEL,ZAG,5589
RT21459,MAN,IND,6216
RT21460,LHE,BOD,6494
RT21461,BNE,PVG,7306
RT21462,DKR,WDH,5623
RT21463,DME,HND,7499
RT21464,LTN,BNA,6701
RT21465,MAA,ADD,4533
RT21466,MCO,SCL,6963
RT21467,CWB,PHL,7758
RT21468,TFS,GYE,7534
RT21469,PRG,BWI,6842
RT21470,JNB,AUH,6298
RT21471,LHE,HER,4540
RT21472,ZAG,IND,7778
RT21473,UIO,POA,4393
RT21474,CLE,DME,7843
RT21475,STN,LXZ,7533
RT21476,ALC,MCT,5745
RT21477,GVA,OVB,5208
RT21478,SOF,WDH,7272
RT21479,ACC,WAW,5528
RT21480,GVA,CLT,7065
RT21481,BHX,DAR,7647
RT21482,SIN,KIX,4901
RT21483,RNO,BFS,7794
RT21484,PPT,AKL,4093
RT21485,BAH,PMI,4648
RT21486,ORD,ALC,7095
RT21487,PEK,CPH,7194
RT21488,CLT,PRG,7421
RT21489,LTN,CLE,5995
RT21490,PER,HKG,6036
RT21491,ZAG,ZNZ,6218
RT21492,TNR,IKA,6040
RT21493,KHI,EIN,5934
RT21494,RTM,STL,7014
RT21495,SVO,CTU,5799
RT21496,CTA,DCA,7669
RT21497,KIN,BRS,7360
RT21498,RTM,DOH,4931
RT21499,DME,JFK,7544
RT21500,CTU,DUS,7867
RT21501,LHR,CMH,6177
RT21502,BFS,RUH,5411
RT21503,MSQ,CMH,7675
RT21504,PIT,ZAG,7338
RT21505,KIN,LAS,4264
RT21506,IAD,GVA,6565
RT21507,ZAG,ACC,4730
RT21508,EIN,IKA,4020
RT21509,GYD,DKR,7060
RT21510,SOF,MPM,7687
RT21511,LUN,KRK,7322
RT21512,MAA,AMS,7877
RT21513,KHH,PER,6079
RT21514,CNF,BOS,7430
RT21515,STL,BOG,4124
RT21516,ARN,DOH,4618
RT21517,SZX,MEL,7449
RT21518,NCL,IND,6181
RT21519,LED,KWL,7040
RT21520,SGN,JED,7255
RT21521,CPH,BWI,6474
RT21522,RIX,ICN,7273
RT21523,REC,ATH,7954
RT21524,ISB,ICN,4791
RT21525,CLE,UIO,4632
RT21526,PIT,BRS,5828
RT21527,LED,DOH,4177
RT21528,ZNZ,BOM,4636
RT21529,DAC,KBP,5848
RT21530,CWB,DKR,5641
RT21531,MCI,LIS,7082
RT21532,TIA,DEL,5318
RT21533,BWI,RTM,6132
RT21534,LAS,LIM,6672
RT21535,PIT,BHX,5849
RT21536,SDQ,GIG,5409
RT21537,ISB,ZAG,4949
RT21538,HGH,SAW,7953
RT21539,BLQ,LAD,5940
RT21540,BNA,MAD,6986
RT21541,KTM,JED,4689
RT21542,EIN,LUN,7755
RT21543,AMS,ISB,5696
RT21544,GYD,WUH,5771
RT21545,SVX,HGH,5410
RT21546,KBP,ACC,5753
RT21547,MLE,DRW,6599
RT21548,SHA,DME,6803
RT21549,PHL,KBP,7678
RT21550,DMK,DME,7028
RT21551,CVG,LGW,6392
RT21552,SVO,KTM,4913
RT21553,KTM,BHX,7415
RT21554,FRA,FOR,7483
RT21555,FOR,CDG,7078
RT21556,ZAG,NBO,5620
RT21557,GYE,BWI,4607
RT21558,DAC,FCO,7320
RT21559,CNS,HNL,7464
RT21560,MSP,PRG,7352
RT21561,IND,FAO,6605
RT21562,SEZ,CPT,5010
RT21563,DFW,OSL,7788
RT21564,TLL,MAA,6850
RT21565,PHL,WAW,6995
RT21566,NCL,KIN,7437
RT21567,DUS,MSP,6862
RT21568,HYD,DVO,5239
RT21569,CGO,CPH,7545
RT21570,BCN,PUJ,7044
RT21571,MCT,FRA,5179
RT21572,SKG,DKR,4843
RT21573,BEG,CMB,7072
RT21574,RUH,VLC,4663
RT21575,IKA,VLC,4518
RT21576,OTP,CSX,7641
RT21577,CNF,UIO,4327
RT21578,SVO,SHA,6817
RT21579,LHR,BOS,5240
RT21580,CMH,CNF,7759
RT21581,GLA,JFK,5162
RT21582,YVR,TPA,4173
RT21583,BEY,TFS,4955
RT21584,ATL,GLA,6375
RT21585,WDH,RUH,6145
RT21586,LAD,AMM,5120
RT21587,VLC,KHI,6418
RT21588,BWN,BAH,7206
RT21589,SAN,MAO,7195
RT21590,ZNZ,RGN,6761
RT21591,CLT,NCE,7266
RT21592,YUL,TXL,6001
RT21593,BOS,ONT,4120
RT21594,RDU,BOD,6434
RT21595,MRS,IAD,6640
RT21596,KMG,IST,6923
RT21597,SJC,MAO,7784
RT21598,SZG,LOS,4674
RT21599,BOS,LED,6599
RT21600,SZX,IST,7974
RT21601,BOS,ORY,5533
RT21602,ZNZ,GVA,6689
RT21603,BUD,DCA,7356
RT21604,JFK,TIA,7412
RT21605,ITO,STL,6485
RT21606,SMF,LGA,4036
RT21607,ZAG,BOM,5944
RT21608,YUL,ALG,6275
RT21609,MCT,VIE,4559
RT21610,RIX,MAA,6787
RT21611,LHR,PDX,7885
RT21612,VVI,DCA,6446
RT21613,LGA,LGW,5565
RT21614,ANC,GUM,7379
RT21615,ZAG,URC,5440
RT21616,KHI,KRK,4912
RT21617,DOH,OSL,4957
RT21618,VNO,SHA,7591
RT21619,VNO,BOS,6652
RT21620,SDQ,BOI,5150
RT21621,MCI,CDG,7288
RT21622,BEG,WUH,7936
RT21623,VNO,YYZ,6994
RT21624,NAS,VVI,4993
RT21625,BOG,POA,4568
RT21626,SVX,AGP,5215
RT21627,RUH,EDI,5282
RT21628,RDU,VLC,6675
RT21629,CTU,MSQ,6415
RT21630,NCL,DKR,4683
RT21631,LUN,REC,6924
RT21632,SKG,MLE,6455
RT21633,KMG,SJJ,7693
RT21634,BFS,CUN,7521
RT21635,GUM,PKX,4009
RT21636,ANC,CPH,6939
RT21637,PMI,BOS,5998
RT21638,TLL,PVG,7438
RT21639,REC,RDU,6704
RT21640,PHL,ZRH,6460
RT21641,MUC,ISB,5247
RT21642,MCI,UIO,4689
RT21643,GLA,TPA,6741
RT21644,HBA,KHH,7787
RT21645,BRU,SDQ,7325
RT21646,LED,BOM,5644
RT21647,BLR,RIX,6630
RT21648,CGK,MEL,5210
RT21649,ONT,PPT,6665
RT21650,LHE,DPS,6231
RT21651,PSP,SJO,4224
RT21652,HAM,BWI,6407
RT21653,ALC,BOS,5815
RT21654,KTM,BRU,7039
RT21655,FCO,WDH,7167
RT21656,PBH,VIE,6543
RT21657,TPA,LIH,7644
RT21658,CGO,SKP,7698
RT21659,AUS,BSB,7388
RT21660,PDX,PUJ,5785
RT21661,DAC,DVO,4190
RT21662,PEK,AUH,5954
RT21663,SMF,PTY,5334
RT21664,DAR,SOF,5739
RT21665,URC,NCL,6109
RT21666,MTY,MAO,5370
RT21667,KOA,NAS,7987
RT21668,CMH,DUB,5732
RT21669,ICN,SUB,5183
RT21670,DUS,LHE,5821
RT21671,MXP,ANC,7985
RT21672,LOS,SVX,7464
RT21673,TLS,ORD,6902
RT21674,OGG,KIX,6772
RT21675,MAN,BEL,7429
RT21676,KTM,TIA,6054
RT21677,LYS,PHL,6304
RT21678,DAC,RUN,6244
RT21679,DFW,GYE,4294
RT21680,LAD,IKA,6327
RT21681,GEG,HAM,7720
RT21682,GMP,ARN,7410
RT21683,STN,FOR,7186
RT21684,REC,ALG,6374
RT21685,CDG,DFW,7943
RT21686,ASU,CPT,7258
RT21687,LAD,DXB,5931
RT21688,PKX,SZG,7722
RT21689,TUS,BOG,4890
RT21690,XIY,TIA,7492
RT21691,LHR,MCI,6964
RT21692,RDU,FAO,6179
RT21693,PBH,RTM,7314
RT21694,ALC,YYZ,6407
RT21695,YUL,SKP,7190
RT21696,IKA,KMG,5045
RT21697,PSP,BOS,4042
RT21698,GLA,YYZ,5283
RT21699,KHH,DXB,6546
RT21700,CSX,OTP,7641
RT21701,GUM,CKG,4310
RT21702,CNF,FAO,7342
RT21703,KWI,JNB,6505
RT21704,TNR,BAH,5022
RT21705,TIA,LXZ,6414
RT21706,DAC,DAR,6518
RT21707,SEZ,HAM,7740
RT21708,ATH,ABJ,4598
RT21709,CPH,LOS,5515
RT21710,KOA,DFW,5983
RT21711,HNL,BUR,4117
RT21712,MLE,FCO,7344
RT21713,MAN,RUH,5123
RT21714,BLR,SOF,6124
RT21715,SCL,MEX,6596
RT21716,CPT,BSB,6885
RT21717,OGG,BWI,7701
RT21718,ZAG,DAC,6948
RT21719,DRW,GMP,5573
RT21720,CLE,STR,6762
RT21721,MNL,MLE,5323
RT21722,TPA,AMS,7409
RT21723,LXZ,KBP,5458
RT21724,VIE,HRE,7484
RT21725,WDH,TFS,6701
RT21726,SUB,KTM,4889
RT21727,GLA,LXZ,7664
RT21728,LGA,DUS,6013
RT21729,ABJ,EIN,5207
RT21730,OTP,OVB,4099
RT21731,CVG,AGP,6798
RT21732,PDX,CUN,4238
RT21733,DOH,VLC,5064
RT21734,BOD,KWI,4577
RT21735,ISB,TXL,5118
RT21736,LTN,LAD,6877
RT21737,PDX,NCL,7527
RT21738,KMG,ATH,7404
RT21739,PIT,VCE,7110
RT21740,REC,MXP,7386
RT21741,HKG,CMB,4012
RT21742,SOF,KTM,5737
RT21743,NCE,BAH,4340
RT21744,BWI,ZAG,7199
RT21745,SKG,ABJ,4750
RT21746,PVG,KBP,7458
RT21747,BGY,LUN,7041
RT21748,GIG,GYE,4567
RT21749,BUD,MCT,4344
RT21750,BSB,GDL,7275
RT21751,OGG,CHC,7829
RT21752,BRU,FOR,7323
RT21753,BLR,KHH,4614
RT21754,LGA,BRS,5390
RT21755,BEY,CMB,5427
RT21756,LXZ,MUC,6854
RT21757,NAS,PMI,7466
RT21758,ACC,LIN,4523
RT21759,CMN,OVB,7043
RT21760,HAM,KTM,6621
RT21761,BOM,UPG,5772
RT21762,EDI,PHL,5374
RT21763,GIG,KIN,5814
RT21764,KRK,LUN,7322
RT21765,EWR,LPB,6390
RT21766,EVN,HRE,6603
RT21767,GEG,OSL,7163
RT21768,PRG,BNA,7702
RT21769,BOS,VLC,5758
RT21770,ATL,PRG,7767
RT21771,SEA,EIN,7942
RT21772,TXL,BOS,6068
RT21773,BEG,KTM,5966
RT21774,ITO,SAN,4017
RT21775,KIN,STN,7564
RT21776,RTM,DCA,6181
RT21777,GEG,LTN,7447
RT21778,BRS,DSS,4278
RT21779,ACC,TLV,4673
RT21780,MLE,SOF,6526
RT21781,KTM,HRE,7737
RT21782,SOF,URC,5050
RT21783,CTU,RTM,7979
RT21784,NCL,BAH,5271
RT21785,KTM,ZAG,6286
RT21786,ACC,BSB,5771
RT21787,ASU,DKR,6210
RT21788,PBH,TLS,7802
RT21789,FOR,IND,6862
RT21790,BEY,DKR,5703
RT21791,URC,NCE,6166
RT21792,NBO,BRS,6944
RT21793,DMK,CNS,6023
RT21794,LIS,HRE,7568
RT21795,FAO,LGA,5582
RT21796,TFS,KIN,6206
RT21797,JFK,LPB,6381
RT21798,HEL,GEG,7545
RT21799,DAC,GVA,7696
RT21800,AGP,MCO,7067
RT21801,ALG,IND,7475
RT21802,ACC,DXB,6289
RT21803,AUS,MAN,7695
RT21804,CMB,TLL,7407
RT21805,CNF,PHL,7367
RT21806,CVG,WAW,7598
RT21807,ITO,LAS,4282
RT21808,LYS,KIN,7969
RT21809,EIN,MCT,5436
RT21810,GEG,EIN,7733
RT21811,BOI,CPH,7986
RT21812,SKP,ACC,4580
RT21813,ZAG,HYD,6512
RT21814,RGN,KIX,4340
RT21815,PVG,MSQ,7492
RT21816,ISB,VLC,6417
RT21817,JFK,GVA,6201
RT21818,KRK,LHE,4907
RT21819,GVA,ZNZ,6689
RT21820,CVG,MAO,5315
RT21821,PUJ,FOR,4104
RT21822,DXB,CKG,5041
RT21823,KWI,EIN,4284
RT21824,SHA,HYD,4586
RT21825,WDH,VIE,7849
RT21826,FRA,STL,7371
RT21827,BEL,LIS,6005
RT21828,DPS,PBH,4883
RT21829,CLE,SSA,7508
RT21830,ORD,REC,7739
RT21831,MRU,OTP,7907
RT21832,SHA,MAA,4662
RT21833,KBP,NBO,5773
RT21834,ATH,MLE,6259
RT21835,PRG,DXB,4463
RT21836,DME,PVG,6836
RT21837,SJJ,KMG,7693
RT21838,RGN,BUD,7653
RT21839,DSS,GLA,4707
RT21840,BFS,SEA,7183
RT21841,BEG,DAC,6628
RT21842,EVN,VTE,6045
RT21843,CLE,FRA,6645
RT21844,CDG,TPA,7359
RT21845,NBO,LHR,6840
RT21846,BWN,DEL,4771
RT21847,BHX,LOS,5122
RT21848,KIN,LTN,7522
RT21849,LED,KMG,6654
RT21850,MAO,DKR,5086
RT21851,MCT,BWN,6399
RT21852,MSQ,ORD,7739
RT21853,CLE,EIN,6373
RT21854,OSL,SEA,7328
RT21855,PUJ,YVR,5923
RT21856,CMB,WAW,7295
RT21857,ISB,FCO,5315
RT21858,LIN,HRE,7383
RT21859,MAD,CUN,7960
RT21860,KIN,CMN,7022
RT21861,STR,DAR,6834
RT21862,LAD,ALG,5171
RT21863,CLE,LPB,6592
RT21864,CTA,CMB,7308
RT21865,CMN,JNB,7622
RT21866,RTM,ISB,5723
RT21867,KMG,BAH,5205
RT21868,KUL,NRT,5404
RT21869,YUL,BHX,5091
RT21870,SUB,CGO,4660
RT21871,DKR,MSY,7556
RT21872,DEL,BEG,5259
RT21873,RUH,OVB,4443
RT21874,BEL,EDI,7558
RT21875,CTU,SEZ,6464
RT21876,LHE,BRS,6470
RT21877,CHC,KOA,7727
RT21878,FOR,MCI,7468
RT21879,FAO,PUJ,6177
RT21880,DME,SZX,7073
RT21881,MCT,DPS,7147
RT21882,LED,NBO,6820
RT21883,EZE,CPT,6885
RT21884,GLA,SAT,7567
RT21885,KWI,FAO,5206
RT21886,BEG,LGA,7237
RT21887,TNR,LJU,7955
RT21888,STL,LPB,6563
RT21889,DUB,CUN,7530
RT21890,BOM,VVO,6101
RT21891,RDU,BUD,7695
RT21892,NAP,CMH,7741
RT21893,GEG,OPO,7911
RT21894,MSP,MSQ,7706
RT21895,BAH,PKX,6178
RT21896,TFS,MCI,7118
RT21897,NTE,DEN,7716
RT21898,ATH,BOS,7634
RT21899,ALC,JNB,7765
RT21900,ISB,ARN,4905
RT21901,ATH,KWL,7995
RT21902,STR,IND,7167
RT21903,CVG,LPL,6133
RT21904,URC,GUM,6373
RT21905,MIA,LTN,7107
RT21906,LTN,NBO,6869
RT21907,JNB,SKG,7431
RT21908,HGH,BOM,4927
RT21909,RDU,TLL,7334
RT21910,ADL,CMB,7718
RT21911,HYD,SVO,5508
RT21912,DEL,BRU,6399
RT21913,ISB,ORY,5927
RT21914,LPL,BEL,7398
RT21915,LPL,IKA,4596
RT21916,BEL,CDG,7425
RT21917,KHI,BSL,5745
RT21918,MAA,TXL,7308
RT21919,GYD,SGN,6425
RT21920,OPO,STL,6690
RT21921,SAN,PTY,4685
RT21922,KUL,URC,4786
RT21923,PRG,DAR,6777
RT21924,JFK,OTP,7630
RT21925,ORD,ZAG,7704
RT21926,DEL,GUM,7136
RT21927,NRT,RGN,4825
RT21928,TIA,DAC,6713
RT21929,YVR,RTM,7727
RT21930,WDH,BLR,7666
RT21931,ORD,LPB,6811
RT21932,IND,AMS,6694
RT21933,LED,IAD,7215
RT21934,KBP,LUN,7306
RT21935,PEK,FRA,7787
RT21936,ORY,MCO,7233
RT21937,DMK,TLV,6921
RT21938,DAC,SOF,6396
RT21939,TFS,FOR,4248
RT21940,CKG,TLV,6722
RT21941,LUN,IKA,6129
RT21942,PUJ,RTM,7221
RT21943,LHR,ZNZ,7442
RT21944,ORY,DAR,7146
RT21945,KIN,PMI,7868
RT21946,CMH,BLQ,7309
RT21947,TIA,RUN,7848
RT21948,BNA,FRA,7354
RT21949,NCE,ZNZ,6411
RT21950,DMK,RIX,7905
RT21951,CLT,BCN,6997
RT21952,MLE,SVO,6587
RT21953,SAW,BKK,7464
RT21954,SFO,YUL,4076
RT21955,CUN,LIH,7419
RT21956,SZX,RIX,7905
